DATE By Day,DATE,BOROUGH,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,NYPD_MOTOR_VEHICLE_COLLISON_2014,WeekEnd Flag,WRK_WKEND_HOLIDAY
"Friday, October 3, 2014",10/03/14,STATEN ISLAND,11,0,2,0,0,0,9,0,21,Work day,Work day
"Saturday, October 4, 2014",10/04/14,,30,0,2,0,0,0,28,0,121,Weekend,Weekend
"Saturday, October 4, 2014",10/04/14,BRONX,15,0,5,0,2,0,8,0,57,Weekend,Weekend
"Saturday, October 4, 2014",10/04/14,BROOKLYN,53,0,16,0,5,0,32,0,128,Weekend,Weekend
"Saturday, October 4, 2014",10/04/14,MANHATTAN,28,0,6,0,2,0,20,0,100,Weekend,Weekend
"Saturday, October 4, 2014",10/04/14,QUEENS,23,0,6,0,2,0,15,0,109,Weekend,Weekend
"Saturday, October 4, 2014",10/04/14,STATEN ISLAND,8,0,0,0,0,0,8,0,16,Weekend,Weekend
"Sunday, October 5, 2014",10/05/14,,33,0,1,0,2,0,30,0,126,Weekend,Weekend
"Sunday, October 5, 2014",10/05/14,BRONX,16,0,3,0,0,0,13,0,38,Weekend,Weekend
"Sunday, October 5, 2014",10/05/14,BROOKLYN,40,0,8,0,5,0,27,0,115,Weekend,Weekend
"Sunday, October 5, 2014",10/05/14,MANHATTAN,18,0,6,0,4,0,8,0,107,Weekend,Weekend
"Sunday, October 5, 2014",10/05/14,QUEENS,34,0,1,0,1,0,32,0,104,Weekend,Weekend
"Sunday, October 5, 2014",10/05/14,STATEN ISLAND,9,0,0,0,0,0,9,0,15,Weekend,Weekend
"Monday, October 6, 2014",10/06/14,,22,0,4,0,2,0,16,0,147,Work day,Work day
"Monday, October 6, 2014",10/06/14,BRONX,15,0,2,0,3,0,10,0,67,Work day,Work day
"Monday, October 6, 2014",10/06/14,BROOKLYN,56,1,14,1,5,0,37,0,161,Work day,Work day
"Monday, October 6, 2014",10/06/14,MANHATTAN,19,0,8,0,6,0,5,0,114,Work day,Work day
"Monday, October 6, 2014",10/06/14,QUEENS,38,0,7,0,2,0,29,0,136,Work day,Work day
"Monday, October 6, 2014",10/06/14,STATEN ISLAND,2,0,0,0,0,0,2,0,14,Work day,Work day
"Tuesday, October 7, 2014",10/07/14,,47,1,6,0,1,0,40,1,138,Work day,Work day
"Tuesday, October 7, 2014",10/07/14,BRONX,15,0,5,0,1,0,9,0,59,Work day,Work day
"Tuesday, October 7, 2014",10/07/14,BROOKLYN,48,0,6,0,7,0,35,0,145,Work day,Work day
"Tuesday, October 7, 2014",10/07/14,MANHATTAN,27,0,8,0,6,0,13,0,117,Work day,Work day
"Tuesday, October 7, 2014",10/07/14,QUEENS,42,0,5,0,3,0,34,0,134,Work day,Work day
"Tuesday, October 7, 2014",10/07/14,STATEN ISLAND,4,0,0,0,0,0,4,0,26,Work day,Work day
"Wednesday, October 8, 2014",10/08/14,,40,1,1,0,4,1,35,0,173,Work day,Work day
"Wednesday, October 8, 2014",10/08/14,BRONX,22,0,7,0,2,0,13,0,63,Work day,Work day
"Wednesday, October 8, 2014",10/08/14,BROOKLYN,38,0,8,0,7,0,23,0,137,Work day,Work day
"Wednesday, October 8, 2014",10/08/14,MANHATTAN,19,0,4,0,4,0,11,0,133,Work day,Work day
"Wednesday, October 8, 2014",10/08/14,QUEENS,21,0,9,0,4,0,8,0,106,Work day,Work day
"Wednesday, October 8, 2014",10/08/14,STATEN ISLAND,10,0,2,0,0,0,8,0,27,Work day,Work day
"Thursday, October 9, 2014",10/09/14,,29,0,5,0,1,0,23,0,116,Work day,Work day
"Thursday, October 9, 2014",10/09/14,BRONX,11,0,1,0,3,0,7,0,37,Work day,Work day
"Thursday, October 9, 2014",10/09/14,BROOKLYN,38,0,5,0,8,0,25,0,107,Work day,Work day
"Thursday, October 9, 2014",10/09/14,MANHATTAN,19,0,6,0,4,0,9,0,123,Work day,Work day
"Thursday, October 9, 2014",10/09/14,QUEENS,19,0,9,0,1,0,9,0,100,Work day,Work day
"Thursday, October 9, 2014",10/09/14,STATEN ISLAND,5,0,0,0,0,0,5,0,16,Work day,Work day
"Friday, October 10, 2014",10/10/14,,27,0,1,0,0,0,26,0,139,Work day,Work day
"Friday, October 10, 2014",10/10/14,BRONX,24,0,7,0,4,0,13,0,57,Work day,Work day
"Friday, October 10, 2014",10/10/14,BROOKLYN,31,0,7,0,5,0,19,0,112,Work day,Work day
"Friday, October 10, 2014",10/10/14,MANHATTAN,24,1,5,1,5,0,14,0,117,Work day,Work day
"Friday, October 10, 2014",10/10/14,QUEENS,22,0,3,0,2,0,17,0,97,Work day,Work day
"Friday, October 10, 2014",10/10/14,STATEN ISLAND,2,0,0,0,0,0,2,0,19,Work day,Work day
"Saturday, October 11, 2014",10/11/14,,40,0,2,0,1,0,37,0,130,Weekend,Weekend
"Saturday, October 11, 2014",10/11/14,BRONX,24,0,4,0,3,0,17,0,54,Weekend,Weekend
"Saturday, October 11, 2014",10/11/14,BROOKLYN,52,0,8,0,1,0,43,0,125,Weekend,Weekend
"Saturday, October 11, 2014",10/11/14,MANHATTAN,24,0,4,0,3,0,17,0,116,Weekend,Weekend
"Saturday, October 11, 2014",10/11/14,QUEENS,39,0,4,0,1,0,34,0,105,Weekend,Weekend
"Saturday, October 11, 2014",10/11/14,STATEN ISLAND,2,0,0,0,0,0,2,0,16,Weekend,Weekend
"Sunday, October 12, 2014",10/12/14,,36,1,4,0,1,0,31,1,114,Weekend,Weekend
"Sunday, October 12, 2014",10/12/14,BRONX,18,0,5,0,2,0,11,0,39,Weekend,Weekend
"Sunday, October 12, 2014",10/12/14,BROOKLYN,56,0,4,0,3,0,49,0,108,Weekend,Weekend
"Sunday, October 12, 2014",10/12/14,MANHATTAN,21,0,4,0,4,0,13,0,101,Weekend,Weekend
"Sunday, October 12, 2014",10/12/14,QUEENS,29,0,4,0,1,0,24,0,98,Weekend,Weekend
"Sunday, October 12, 2014",10/12/14,STATEN ISLAND,1,0,1,0,0,0,0,0,13,Weekend,Weekend
"Monday, October 13, 2014",10/13/14,,26,0,1,0,1,0,24,0,111,Work day,Columbus Day
"Monday, October 13, 2014",10/13/14,BRONX,13,0,5,0,2,0,6,0,44,Work day,Columbus Day
"Monday, October 13, 2014",10/13/14,BROOKLYN,42,0,8,0,4,0,30,0,99,Work day,Columbus Day
"Monday, October 13, 2014",10/13/14,MANHATTAN,34,0,14,0,3,0,17,0,88,Work day,Columbus Day
"Monday, October 13, 2014",10/13/14,QUEENS,20,0,5,0,1,0,14,0,88,Work day,Columbus Day
"Monday, October 13, 2014",10/13/14,STATEN ISLAND,2,0,0,0,1,0,1,0,20,Work day,Columbus Day
"Tuesday, October 14, 2014",10/14/14,,46,0,4,0,3,0,39,0,188,Work day,Work day
"Tuesday, October 14, 2014",10/14/14,BRONX,23,0,3,0,2,0,18,0,55,Work day,Work day
"Tuesday, October 14, 2014",10/14/14,BROOKLYN,49,0,15,0,8,0,26,0,150,Work day,Work day
"Tuesday, October 14, 2014",10/14/14,MANHATTAN,23,1,9,1,5,0,9,0,133,Work day,Work day
"Tuesday, October 14, 2014",10/14/14,QUEENS,33,0,4,0,6,0,23,0,146,Work day,Work day
"Tuesday, October 14, 2014",10/14/14,STATEN ISLAND,3,0,1,0,0,0,2,0,22,Work day,Work day
"Wednesday, October 15, 2014",10/15/14,,38,0,4,0,2,0,32,0,144,Work day,Work day
"Wednesday, October 15, 2014",10/15/14,BRONX,17,0,2,0,0,0,15,0,57,Work day,Work day
"Wednesday, October 15, 2014",10/15/14,BROOKLYN,33,0,10,0,3,0,20,0,118,Work day,Work day
"Wednesday, October 15, 2014",10/15/14,MANHATTAN,20,0,10,0,2,0,8,0,111,Work day,Work day
"Wednesday, October 15, 2014",10/15/14,QUEENS,30,0,5,0,3,0,22,0,120,Work day,Work day
"Wednesday, October 15, 2014",10/15/14,STATEN ISLAND,5,0,1,0,0,0,4,0,25,Work day,Work day
"Thursday, October 16, 2014",10/16/14,,50,0,2,0,0,0,48,0,170,Work day,Work day
"Thursday, October 16, 2014",10/16/14,BRONX,17,0,7,0,0,0,10,0,51,Work day,Work day
"Thursday, October 16, 2014",10/16/14,BROOKLYN,37,0,9,0,6,0,22,0,128,Work day,Work day
"Thursday, October 16, 2014",10/16/14,MANHATTAN,18,0,7,0,6,0,5,0,106,Work day,Work day
"Thursday, October 16, 2014",10/16/14,QUEENS,49,0,7,0,1,0,41,0,130,Work day,Work day
"Thursday, October 16, 2014",10/16/14,STATEN ISLAND,4,0,0,0,0,0,4,0,17,Work day,Work day
"Friday, October 17, 2014",10/17/14,,48,2,4,0,0,0,44,2,152,Work day,Work day
"Friday, October 17, 2014",10/17/14,BRONX,13,0,3,0,2,0,8,0,56,Work day,Work day
"Friday, October 17, 2014",10/17/14,BROOKLYN,35,0,7,0,9,0,19,0,137,Work day,Work day
"Friday, October 17, 2014",10/17/14,MANHATTAN,32,0,7,0,6,0,19,0,146,Work day,Work day
"Friday, October 17, 2014",10/17/14,QUEENS,33,1,8,1,4,0,21,0,139,Work day,Work day
"Friday, October 17, 2014",10/17/14,STATEN ISLAND,1,0,0,0,0,0,1,0,18,Work day,Work day
"Saturday, October 18, 2014",10/18/14,,45,0,8,0,4,0,33,0,135,Weekend,Weekend
"Saturday, October 18, 2014",10/18/14,BRONX,13,0,4,0,1,0,8,0,52,Weekend,Weekend
"Saturday, October 18, 2014",10/18/14,BROOKLYN,33,0,7,0,6,0,20,0,100,Weekend,Weekend
"Saturday, October 18, 2014",10/18/14,MANHATTAN,28,0,7,0,4,0,17,0,97,Weekend,Weekend
"Saturday, October 18, 2014",10/18/14,QUEENS,29,0,3,0,6,0,20,0,91,Weekend,Weekend
"Saturday, October 18, 2014",10/18/14,STATEN ISLAND,15,0,0,0,0,0,15,0,18,Weekend,Weekend
"Sunday, October 19, 2014",10/19/14,,38,0,2,0,1,0,35,0,126,Weekend,Weekend
"Sunday, October 19, 2014",10/19/14,BRONX,19,0,5,0,2,0,12,0,36,Weekend,Weekend
"Sunday, October 19, 2014",10/19/14,BROOKLYN,63,0,10,0,7,0,46,0,122,Weekend,Weekend
"Sunday, October 19, 2014",10/19/14,MANHATTAN,10,0,2,0,2,0,6,0,86,Weekend,Weekend
"Sunday, October 19, 2014",10/19/14,QUEENS,30,0,5,0,4,0,21,0,102,Weekend,Weekend
"Sunday, October 19, 2014",10/19/14,STATEN ISLAND,0,0,0,0,0,0,0,0,11,Weekend,Weekend
"Monday, October 20, 2014",10/20/14,,33,0,0,0,0,0,33,0,131,Work day,Work day
"Monday, October 20, 2014",10/20/14,BRONX,11,0,1,0,0,0,10,0,56,Work day,Work day
"Monday, October 20, 2014",10/20/14,BROOKLYN,40,1,10,1,3,0,27,0,157,Work day,Work day
"Monday, October 20, 2014",10/20/14,MANHATTAN,20,0,8,0,6,0,6,0,118,Work day,Work day
"Monday, October 20, 2014",10/20/14,QUEENS,29,0,11,0,2,0,16,0,111,Work day,Work day
"Monday, October 20, 2014",10/20/14,STATEN ISLAND,3,0,0,0,0,0,3,0,18,Work day,Work day
"Tuesday, October 21, 2014",10/21/14,,28,0,5,0,1,0,22,0,124,Work day,Work day
"Tuesday, October 21, 2014",10/21/14,BRONX,14,0,5,0,1,0,8,0,55,Work day,Work day
"Tuesday, October 21, 2014",10/21/14,BROOKLYN,43,0,15,0,10,0,18,0,156,Work day,Work day
"Tuesday, October 21, 2014",10/21/14,MANHATTAN,14,0,7,0,2,0,5,0,113,Work day,Work day
"Tuesday, October 21, 2014",10/21/14,QUEENS,29,0,9,0,2,0,18,0,132,Work day,Work day
"Tuesday, October 21, 2014",10/21/14,STATEN ISLAND,4,0,1,0,0,0,3,0,27,Work day,Work day
"Wednesday, October 22, 2014",10/22/14,,31,0,9,0,1,0,21,0,160,Work day,Work day
"Wednesday, October 22, 2014",10/22/14,BRONX,13,0,6,0,1,0,6,0,57,Work day,Work day
"Wednesday, October 22, 2014",10/22/14,BROOKLYN,69,0,20,0,6,0,43,0,169,Work day,Work day
"Wednesday, October 22, 2014",10/22/14,MANHATTAN,21,0,15,0,3,0,3,0,143,Work day,Work day
"Wednesday, October 22, 2014",10/22/14,QUEENS,46,0,14,0,4,0,28,0,149,Work day,Work day
"Wednesday, October 22, 2014",10/22/14,STATEN ISLAND,11,0,2,0,0,0,9,0,30,Work day,Work day
"Thursday, October 23, 2014",10/23/14,,27,1,6,1,2,0,19,0,137,Work day,Work day
"Thursday, October 23, 2014",10/23/14,BRONX,11,0,3,0,0,0,8,0,50,Work day,Work day
"Thursday, October 23, 2014",10/23/14,BROOKLYN,49,0,11,0,5,0,33,0,158,Work day,Work day
"Thursday, October 23, 2014",10/23/14,MANHATTAN,23,0,13,0,4,0,6,0,141,Work day,Work day
"Thursday, October 23, 2014",10/23/14,QUEENS,34,0,3,0,0,0,31,0,132,Work day,Work day
"Thursday, October 23, 2014",10/23/14,STATEN ISLAND,7,0,0,0,0,0,7,0,21,Work day,Work day
"Friday, October 24, 2014",10/24/14,,38,0,3,0,0,0,35,0,162,Work day,Work day
"Friday, October 24, 2014",10/24/14,BRONX,14,1,11,1,0,0,3,0,50,Work day,Work day
"Friday, October 24, 2014",10/24/14,BROOKLYN,53,0,7,0,4,0,42,0,173,Work day,Work day
"Friday, October 24, 2014",10/24/14,MANHATTAN,15,0,4,0,7,0,4,0,128,Work day,Work day
"Friday, October 24, 2014",10/24/14,QUEENS,31,0,6,0,2,0,23,0,132,Work day,Work day
"Friday, October 24, 2014",10/24/14,STATEN ISLAND,5,0,0,0,0,0,5,0,24,Work day,Work day
"Saturday, October 25, 2014",10/25/14,,34,0,5,0,1,0,28,0,126,Weekend,Weekend
"Saturday, October 25, 2014",10/25/14,BRONX,22,0,5,0,0,0,17,0,52,Weekend,Weekend
"Saturday, October 25, 2014",10/25/14,BROOKLYN,39,0,7,0,3,0,29,0,121,Weekend,Weekend
"Saturday, October 25, 2014",10/25/14,MANHATTAN,18,0,5,0,3,0,10,0,108,Weekend,Weekend
"Saturday, October 25, 2014",10/25/14,QUEENS,24,0,3,0,1,0,20,0,96,Weekend,Weekend
"Saturday, October 25, 2014",10/25/14,STATEN ISLAND,2,0,0,0,0,0,2,0,12,Weekend,Weekend
"Sunday, October 26, 2014",10/26/14,,34,0,2,0,1,0,31,0,114,Weekend,Weekend
"Sunday, October 26, 2014",10/26/14,BRONX,13,0,1,0,3,0,9,0,54,Weekend,Weekend
"Sunday, October 26, 2014",10/26/14,BROOKLYN,40,2,7,2,3,0,30,0,128,Weekend,Weekend
"Sunday, October 26, 2014",10/26/14,MANHATTAN,28,0,9,0,0,0,19,0,112,Weekend,Weekend
"Sunday, October 26, 2014",10/26/14,QUEENS,14,0,1,0,3,0,10,0,89,Weekend,Weekend
"Sunday, October 26, 2014",10/26/14,STATEN ISLAND,5,0,1,0,0,0,4,0,17,Weekend,Weekend
"Monday, October 27, 2014",10/27/14,,36,0,2,0,1,0,33,0,165,Work day,Work day
"Monday, October 27, 2014",10/27/14,BRONX,24,0,9,0,1,0,14,0,62,Work day,Work day
"Monday, October 27, 2014",10/27/14,BROOKLYN,51,0,12,0,4,0,35,0,159,Work day,Work day
"Monday, October 27, 2014",10/27/14,MANHATTAN,19,0,13,0,1,0,5,0,120,Work day,Work day
"Monday, October 27, 2014",10/27/14,QUEENS,49,0,8,0,0,0,41,0,114,Work day,Work day
"Monday, October 27, 2014",10/27/14,STATEN ISLAND,5,0,1,0,0,0,4,0,22,Work day,Work day
"Tuesday, October 28, 2014",10/28/14,,22,0,1,0,2,0,19,0,130,Work day,Work day
"Tuesday, October 28, 2014",10/28/14,BRONX,25,0,9,0,1,0,15,0,50,Work day,Work day
"Tuesday, October 28, 2014",10/28/14,BROOKLYN,21,0,2,0,8,0,11,0,146,Work day,Work day
"Tuesday, October 28, 2014",10/28/14,MANHATTAN,14,0,3,0,4,0,7,0,118,Work day,Work day
"Tuesday, October 28, 2014",10/28/14,QUEENS,28,0,7,0,3,0,18,0,104,Work day,Work day
"Tuesday, October 28, 2014",10/28/14,STATEN ISLAND,4,0,0,0,0,0,4,0,23,Work day,Work day
"Wednesday, October 29, 2014",10/29/14,,36,1,5,1,1,0,30,0,131,Work day,Work day
"Wednesday, October 29, 2014",10/29/14,BRONX,12,0,3,0,2,0,7,0,50,Work day,Work day
"Wednesday, October 29, 2014",10/29/14,BROOKLYN,44,0,9,0,2,0,33,0,120,Work day,Work day
"Wednesday, October 29, 2014",10/29/14,MANHATTAN,19,0,10,0,1,0,8,0,119,Work day,Work day
"Wednesday, October 29, 2014",10/29/14,QUEENS,28,1,6,1,2,0,20,0,117,Work day,Work day
"Wednesday, October 29, 2014",10/29/14,STATEN ISLAND,4,0,1,0,0,0,3,0,17,Work day,Work day
"Thursday, October 30, 2014",10/30/14,,23,0,4,0,1,0,18,0,136,Work day,Work day
"Thursday, October 30, 2014",10/30/14,BRONX,5,0,2,0,2,0,1,0,51,Work day,Work day
"Thursday, October 30, 2014",10/30/14,BROOKLYN,32,0,9,0,3,0,20,0,150,Work day,Work day
"Thursday, October 30, 2014",10/30/14,MANHATTAN,23,1,7,1,2,0,14,0,147,Work day,Work day
"Thursday, October 30, 2014",10/30/14,QUEENS,27,1,7,1,2,0,18,0,126,Work day,Work day
"Thursday, October 30, 2014",10/30/14,STATEN ISLAND,6,0,3,0,0,0,3,0,16,Work day,Work day
"Friday, October 31, 2014",10/31/14,,35,0,3,0,1,0,31,0,141,Work day,Work day
"Friday, October 31, 2014",10/31/14,BRONX,6,0,3,0,0,0,3,0,52,Work day,Work day
"Friday, October 31, 2014",10/31/14,BROOKLYN,37,0,15,0,6,0,16,0,162,Work day,Work day
"Friday, October 31, 2014",10/31/14,MANHATTAN,15,0,3,0,4,0,8,0,138,Work day,Work day
"Friday, October 31, 2014",10/31/14,QUEENS,45,0,9,0,3,0,33,0,155,Work day,Work day
"Friday, October 31, 2014",10/31/14,STATEN ISLAND,4,0,0,0,0,0,4,0,20,Work day,Work day
"Saturday, November 1, 2014",11/01/14,,42,0,3,0,0,0,39,0,143,Weekend,Weekend
"Saturday, November 1, 2014",11/01/14,BRONX,17,0,3,0,2,0,12,0,70,Weekend,Weekend
"Saturday, November 1, 2014",11/01/14,BROOKLYN,81,1,22,1,3,0,56,0,153,Weekend,Weekend
"Saturday, November 1, 2014",11/01/14,MANHATTAN,33,0,21,0,1,0,11,0,150,Weekend,Weekend
"Saturday, November 1, 2014",11/01/14,QUEENS,27,0,7,0,2,0,18,0,128,Weekend,Weekend
"Saturday, November 1, 2014",11/01/14,STATEN ISLAND,2,0,1,0,0,0,1,0,12,Weekend,Weekend
"Sunday, November 2, 2014",11/02/14,,40,0,2,0,0,0,38,0,120,Weekend,Weekend
"Sunday, November 2, 2014",11/02/14,BRONX,11,0,2,0,1,0,8,0,51,Weekend,Weekend
"Sunday, November 2, 2014",11/02/14,BROOKLYN,44,0,13,0,4,0,27,0,142,Weekend,Weekend
"Sunday, November 2, 2014",11/02/14,MANHATTAN,20,0,9,0,1,0,10,0,109,Weekend,Weekend
"Sunday, November 2, 2014",11/02/14,QUEENS,18,0,2,0,1,0,15,0,98,Weekend,Weekend
"Sunday, November 2, 2014",11/02/14,STATEN ISLAND,3,0,2,0,0,0,1,0,12,Weekend,Weekend
"Monday, November 3, 2014",11/03/14,,37,3,4,0,4,0,29,3,161,Work day,Work day
"Monday, November 3, 2014",11/03/14,BRONX,15,0,5,0,1,0,9,0,59,Work day,Work day
"Monday, November 3, 2014",11/03/14,BROOKLYN,45,0,3,0,5,0,37,0,147,Work day,Work day
"Monday, November 3, 2014",11/03/14,MANHATTAN,18,0,5,0,2,0,11,0,100,Work day,Work day
"Monday, November 3, 2014",11/03/14,QUEENS,35,0,8,0,1,0,26,0,135,Work day,Work day
"Monday, November 3, 2014",11/03/14,STATEN ISLAND,7,0,1,0,1,0,5,0,23,Work day,Work day
"Tuesday, November 4, 2014",11/04/14,,24,0,1,0,1,0,22,0,151,Work day,Work day
"Tuesday, November 4, 2014",11/04/14,BRONX,13,0,4,0,0,0,9,0,33,Work day,Work day
"Tuesday, November 4, 2014",11/04/14,BROOKLYN,31,0,12,0,5,0,14,0,124,Work day,Work day
"Tuesday, November 4, 2014",11/04/14,MANHATTAN,19,0,9,0,3,0,7,0,102,Work day,Work day
"Tuesday, November 4, 2014",11/04/14,QUEENS,34,2,5,1,4,0,25,1,101,Work day,Work day
"Tuesday, November 4, 2014",11/04/14,STATEN ISLAND,6,0,2,0,0,0,4,0,27,Work day,Work day
"Wednesday, November 5, 2014",11/05/14,,30,0,1,0,2,0,27,0,131,Work day,Work day
"Wednesday, November 5, 2014",11/05/14,BRONX,33,0,2,0,4,0,27,0,55,Work day,Work day
"Wednesday, November 5, 2014",11/05/14,BROOKLYN,37,0,10,0,0,0,27,0,116,Work day,Work day
"Wednesday, November 5, 2014",11/05/14,MANHATTAN,11,0,3,0,1,0,7,0,114,Work day,Work day
"Wednesday, November 5, 2014",11/05/14,QUEENS,29,1,5,1,5,0,19,0,115,Work day,Work day
"Wednesday, November 5, 2014",11/05/14,STATEN ISLAND,10,0,2,0,0,0,8,0,23,Work day,Work day
"Thursday, November 6, 2014",11/06/14,,39,0,7,0,1,0,31,0,163,Work day,Work day
"Thursday, November 6, 2014",11/06/14,BRONX,15,0,3,0,1,0,11,0,63,Work day,Work day
"Thursday, November 6, 2014",11/06/14,BROOKLYN,45,1,17,0,2,0,26,1,147,Work day,Work day
"Thursday, November 6, 2014",11/06/14,MANHATTAN,18,0,12,0,1,0,5,0,135,Work day,Work day
"Thursday, November 6, 2014",11/06/14,QUEENS,33,0,14,0,1,0,18,0,132,Work day,Work day
"Thursday, November 6, 2014",11/06/14,STATEN ISLAND,3,0,0,0,0,0,3,0,12,Work day,Work day
"Friday, November 7, 2014",11/07/14,,32,0,2,0,1,0,29,0,144,Work day,Work day
"Friday, November 7, 2014",11/07/14,BRONX,18,0,5,0,1,0,12,0,54,Work day,Work day
"Friday, November 7, 2014",11/07/14,BROOKLYN,46,0,12,0,10,0,24,0,164,Work day,Work day
"Friday, November 7, 2014",11/07/14,MANHATTAN,18,0,9,0,2,0,7,0,128,Work day,Work day
"Friday, November 7, 2014",11/07/14,QUEENS,52,0,15,0,4,0,33,0,134,Work day,Work day
"Friday, November 7, 2014",11/07/14,STATEN ISLAND,5,0,1,0,0,0,4,0,17,Work day,Work day
"Saturday, November 8, 2014",11/08/14,,24,1,1,1,0,0,23,0,122,Weekend,Weekend
"Saturday, November 8, 2014",11/08/14,BRONX,21,0,5,0,0,0,16,0,51,Weekend,Weekend
"Saturday, November 8, 2014",11/08/14,BROOKLYN,33,0,7,0,6,0,20,0,129,Weekend,Weekend
"Saturday, November 8, 2014",11/08/14,MANHATTAN,13,0,8,0,1,0,4,0,110,Weekend,Weekend
"Saturday, November 8, 2014",11/08/14,QUEENS,38,1,14,1,2,0,22,0,118,Weekend,Weekend
"Saturday, November 8, 2014",11/08/14,STATEN ISLAND,3,0,1,0,0,0,2,0,13,Weekend,Weekend
"Sunday, November 9, 2014",11/09/14,,37,1,2,1,2,0,33,0,101,Weekend,Weekend
"Sunday, November 9, 2014",11/09/14,BRONX,8,0,7,0,0,0,1,0,34,Weekend,Weekend
"Sunday, November 9, 2014",11/09/14,BROOKLYN,26,0,2,0,1,0,23,0,95,Weekend,Weekend
"Sunday, November 9, 2014",11/09/14,MANHATTAN,14,0,5,0,1,0,8,0,94,Weekend,Weekend
"Sunday, November 9, 2014",11/09/14,QUEENS,14,0,3,0,1,0,10,0,85,Weekend,Weekend
"Sunday, November 9, 2014",11/09/14,STATEN ISLAND,2,0,0,0,0,0,2,0,10,Weekend,Weekend
"Monday, November 10, 2014",11/10/14,,30,0,5,0,1,0,24,0,125,Work day,Work day
"Monday, November 10, 2014",11/10/14,BRONX,17,0,4,0,2,0,11,0,60,Work day,Work day
"Monday, November 10, 2014",11/10/14,BROOKLYN,33,0,10,0,3,0,20,0,116,Work day,Work day
"Monday, November 10, 2014",11/10/14,MANHATTAN,22,0,6,0,5,0,11,0,107,Work day,Work day
"Monday, November 10, 2014",11/10/14,QUEENS,31,0,10,0,2,0,19,0,125,Work day,Work day
"Monday, November 10, 2014",11/10/14,STATEN ISLAND,3,0,0,0,0,0,3,0,26,Work day,Work day
"Tuesday, November 11, 2014",11/11/14,,34,0,4,0,1,0,29,0,117,Work day,Veterans Day
"Tuesday, November 11, 2014",11/11/14,BRONX,14,0,1,0,2,0,11,0,43,Work day,Veterans Day
"Tuesday, November 11, 2014",11/11/14,BROOKLYN,21,0,5,0,4,0,12,0,112,Work day,Veterans Day
"Tuesday, November 11, 2014",11/11/14,MANHATTAN,14,0,4,0,5,0,5,0,107,Work day,Veterans Day
"Tuesday, November 11, 2014",11/11/14,QUEENS,31,0,6,0,3,0,22,0,96,Work day,Veterans Day
"Tuesday, November 11, 2014",11/11/14,STATEN ISLAND,9,0,1,0,0,0,8,0,18,Work day,Veterans Day
"Wednesday, November 12, 2014",11/12/14,,37,0,5,0,3,0,29,0,122,Work day,Work day
"Wednesday, November 12, 2014",11/12/14,BRONX,14,0,3,0,0,0,11,0,42,Work day,Work day
"Wednesday, November 12, 2014",11/12/14,BROOKLYN,40,0,8,0,6,0,26,0,151,Work day,Work day
"Wednesday, November 12, 2014",11/12/14,MANHATTAN,21,1,5,1,4,0,12,0,109,Work day,Work day
"Wednesday, November 12, 2014",11/12/14,QUEENS,45,0,3,0,2,0,40,0,106,Work day,Work day
"Wednesday, November 12, 2014",11/12/14,STATEN ISLAND,4,0,0,0,0,0,4,0,15,Work day,Work day
"Thursday, November 13, 2014",11/13/14,,38,2,8,0,0,0,30,2,160,Work day,Work day
"Thursday, November 13, 2014",11/13/14,BRONX,18,1,3,1,0,0,15,0,67,Work day,Work day
"Thursday, November 13, 2014",11/13/14,BROOKLYN,40,0,13,0,7,0,20,0,157,Work day,Work day
"Thursday, November 13, 2014",11/13/14,MANHATTAN,25,0,11,0,3,0,11,0,157,Work day,Work day
"Thursday, November 13, 2014",11/13/14,QUEENS,33,0,11,0,1,0,21,0,132,Work day,Work day
"Thursday, November 13, 2014",11/13/14,STATEN ISLAND,4,0,0,0,0,0,4,0,23,Work day,Work day
"Friday, November 14, 2014",11/14/14,,34,0,3,0,1,0,30,0,162,Work day,Work day
"Friday, November 14, 2014",11/14/14,BRONX,21,0,7,0,1,0,13,0,58,Work day,Work day
"Friday, November 14, 2014",11/14/14,BROOKLYN,51,0,12,0,7,0,32,0,149,Work day,Work day
"Friday, November 14, 2014",11/14/14,MANHATTAN,13,0,4,0,2,0,7,0,127,Work day,Work day
"Friday, November 14, 2014",11/14/14,QUEENS,37,0,9,0,3,0,25,0,133,Work day,Work day
"Friday, November 14, 2014",11/14/14,STATEN ISLAND,8,0,0,0,0,0,8,0,22,Work day,Work day
"Saturday, November 15, 2014",11/15/14,,43,0,5,0,0,0,38,0,133,Weekend,Weekend
"Saturday, November 15, 2014",11/15/14,BRONX,10,0,1,0,1,0,8,0,49,Weekend,Weekend
"Saturday, November 15, 2014",11/15/14,BROOKLYN,38,0,2,0,4,0,32,0,108,Weekend,Weekend
"Saturday, November 15, 2014",11/15/14,MANHATTAN,18,0,12,0,4,0,2,0,112,Weekend,Weekend
"Saturday, November 15, 2014",11/15/14,QUEENS,32,0,10,0,1,0,21,0,112,Weekend,Weekend
"Saturday, November 15, 2014",11/15/14,STATEN ISLAND,1,1,0,1,0,0,1,0,15,Weekend,Weekend
